"Financial Year","Name","Party Group","Total Receipts","Total Payments","Total Debts","Total Discretionary Benefits"
"2004-2005","Australian Greens","The Greens","476697","576132","23621","0"
"2004-2005","Australian Greens (NT Branch)","","72105","48065","1685","0"
"2004-2005","Australian Greens (South Australia)","The Greens","350904","263885","3142","0"
"2004-2005","Australian Greens, Australian Capital Territory Branch","The Greens","274699","295464","15338","0"
"2004-2005","Australian Greens, Tasmanian Branch","The Greens","492449","473088","42094","0"
"2004-2005","Australian Labor Party (ACT Branch)","Australian Labor Party","989446","1320432","4274","0"
"2004-2005","Australian Labor Party (ALP)","Australian Labor Party","30081856","30142887","679866","0"
"2004-2005","Australian Labor Party (N.S.W. Branch)","Australian Labor Party","13053927","12616169","1558193","0"
"2004-2005","Australian Labor Party (Northern Territory) Branch","Australian Labor Party","1658649","1409935","173544","0"
"2004-2005","Australian Labor Party (South Australian Branch)","Australian Labor Party","2163418","1982926","18672","0"
"2004-2005","Australian Labor Party (State of Queensland)","Australian Labor Party","5847459","5641772","344610","0"
"2004-2005","Australian Labor Party (Tasmanian Branch)","Australian Labor Party","678326","737536","11755","0"
"2004-2005","Australian Labor Party (Victorian Branch)","Australian Labor Party","6848015","5166446","106785","0"
"2004-2005","Australian Labor Party (Western Australian Branch)","Australian Labor Party","4055820","4120055","751600","0"
"2004-2005","Australian Progressive Alliance","","24970","47424","121","0"
"2004-2005","Australians Against Further Immigration","Australians Against Further Immigration","9951","8216","0","0"
"2004-2005","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","875","700","0","0"
"2004-2005","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","11448","9986","0","0"
"2004-2005","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","253195","286476","0","0"
"2004-2005","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","1162","3420","0","0"
"2004-2005","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","7","0","0","0"
"2004-2005","Christian Democratic Party (Fred Nile Group)","Christian Democratic Party (Fred Nile Group)","535595","579821","0","0"
"2004-2005","Citizens Electoral Council Australia (NSW Division)","","0","0","0","0"
"2004-2005","Citizens Electoral Council of Australia","","1644921","1778279","705409","0"
"2004-2005","Country Labor Party","Australian Labor Party","65375","85204","4420","0"
"2004-2005","Country Liberal Party (NT)","","1062026","923540","50000","0"
"2004-2005","Democratic Labour Party","Democratic Labor Party","24216","24331","0","0"
"2004-2005","Ex-Service, Service & Veterans Party","","18358","27158","0","0"
"2004-2005","Family First Party","Family First","1652682","1699838","218078","0"
"2004-2005","Family First Party - QLD","Family First","94899","84439","10000","0"
"2004-2005","Help End Marijuana Prohibition","","0","0","0","0"
"2004-2005","Hope Party Australia - ethics equality ecology","","3718","1359","18500","0"
"2004-2005","Liberal Party (W.A. Division) Inc","Liberal","8534689","7360237","1726767","0"
"2004-2005","Liberal Party of Australia","Liberal","29917085","26976772","4768424","0"
"2004-2005","Liberal Party of Australia - ACT Division","Liberal","1095196","1059604","122329","0"
"2004-2005","Liberal Party of Australia - Queensland Division","Liberal","4783586","5175323","90089","0"
"2004-2005","Liberal Party of Australia - Tasmanian Division","Liberal","808516","667848","24312","0"
"2004-2005","Liberal Party of Australia (S.A. Division)","Liberal","3100896","3070124","97330","0"
"2004-2005","Liberal Party of Australia (Victorian Division)","Liberal","8541696","7233941","194778","0"
"2004-2005","Liberal Party of Australia, NSW Division","Liberal","12183883","12517468","3119825","0"
"2004-2005","liberals for forests","","0","0","0","0"
"2004-2005","Lower Excise Fuel and Beer Party","","0","0","0","0"
"2004-2005","National Party of Australia","The Nationals","1590668","1663765","27979","0"
"2004-2005","National Party of Australia - N.S.W.","The Nationals","4420931","4445945","704570","0"
"2004-2005","National Party of Australia - Victoria","The Nationals","1813870","1762676","39704","0"
"2004-2005","National Party of Australia (Queensland)","The Nationals","3080709","3040384","3702740","0"
