"Financial Year","Name","Lodged on behalf of","AssociatedParties","Total Receipts","Total Payments","Total Debts","Discretionary Benefits","Capital Contributions"
"2009-2010","CFMEU - Mining and Energy Division - Tas","","Australian Labor Party (Tasmanian Branch); ","169347","163645","0","0","50000"
"2009-2010","CFMEU - Mining Division (Nth NSW District)","","Australian Labor Party (ALP); ","22093894","20874459","830813","0","0"
"2009-2010","CFMEU C & G Division (TAS)","Construction, Forestry, Mining and Energy Union (Tas)","Australian Labor Party (Tasmanian Branch); ","322658","252000","10465","0","0"
"2009-2010","CFMEU Construction and General Division, New South Wales Divisional Branch","","Australian Labor Party (ALP); ","18052203","18185346","0","0","0"
"2009-2010","CFMEU FFPD Division ","","Australian Labor Party (ALP); ","7717786","7568881","184409","0","0"
"2009-2010","CFMEU Mining & Energy Division (Qld District Branch)","Queensland Colliery Employees Union of Employees; Federated Engine Drivers' and Fireman's Association of Queensland Union of Employees","Australian Labor Party (ALP); ","13115660","11372050","2149246","0","0"
"2009-2010","CFMEU Mining & Energy Division, NSW Energy District","","Australian Labor Party (N.S.W. Branch); ","802598","680073","47008","0","0"
"2009-2010","Chinese Liberals Association","","Liberal Party of Australia (Victorian Division); ","8988","5754","0","0","0"
"2009-2010","Citizens Media Group Pty Ltd","","Citizens Electoral Council of Australia; ","74161","74121","261339","0","0"
"2009-2010","CLP Gifts & Legacies Pty Ltd","","Country Liberals (Northern Territory); ","34950","69569","5069","0","0"
"2009-2010","Coal Miners Industrial Union of Workers of WA Collie","","Australian Labor Party (Western Australian Branch); ","385858","355084","23833","0","0"
"2009-2010","Communication Workers Union Central Branch","","Australian Labor Party (ALP); ","3564214","3189321","270708","0","0"
"2009-2010","Community and Public Sector Union (PSU Group)","","Australian Labor Party (ALP); ","27448070","25325598","1325912","0","0"
"2009-2010","Construction Forestry Maritime Mining & Energy Union The Construction & General Division ACT Divisional Branch","Construction Foresty Mining Energy Union - ACT","Australian Labor Party (ALP); Australian Labor Party (ACT Branch); ","810963","2260775","92008","0","0"
"2009-2010","Cormack Foundation Pty Ltd","","Liberal Party of Australia (Victorian Division); ","6561396","8076289","20150","0","0"
"2009-2010","Curlew Nominee Trust","","National Party of Australia; ","36016","43266","0","0","0"
"2009-2010","Dame Pattie Menzies Liberal Foundation","","Liberal Party of Australia, NSW Division; ","510","591","0","0","0"
"2009-2010","Deakin Executive Forum","","Liberal Party of Australia (Victorian Division); ","8350","953","0","0","0"
"2009-2010","Don Chipp Foundation Ltd","","Australian Democrats; ","450","71756","0","0","0"
"2009-2010","Donations Club","","National Party of Australia; Australian Labor Party (ALP); Liberal Party of Australia; ","0","0","0","0","0"
"2009-2010","Dunkley Blue Ribbon Club","","Liberal Party of Australia (Victorian Division); ","52125","25762","0","0","0"
"2009-2010","Electrical Trades Union of Australia - Victoria Branch","Electrical Trades Union of Australia Victorian branch; Electrical Trades Union of Australia Victorian Branch","Australian Labor Party (Victorian Branch); ","13888393","17297824","7209876","0","0"
"2009-2010","Electrical Trades Union of Australia NSW Branch","","Australian Labor Party (N.S.W. Branch); ","8059592","7971218","132440","0","0"
"2009-2010","Electrical Trades Union of Employees Queensland","","Australian Labor Party (State of Queensland); Australian Labor Party (Northern Territory) Branch; ","1098229","1135815","0","0","0"
"2009-2010","EMILY's List Australia","","Australian Labor Party (ALP); ","287297","264946","45802","0","0"
"2009-2010","Enterprise Club","","Liberal Party of Australia (Victorian Division); ","15307","2654","0","0","0"
"2009-2010","Eros Association Inc","","Australian Sex Party; ","329900","386459","48545","0","0"
"2009-2010","Fed. Ironworkers Assoc. of Aust (QLD Br) Union of Employees","","Australian Labor Party (ALP); ","59034","134009","0","0","0"
"2009-2010","Finance Sector Union of Aust - QLD Branch","","Australian Labor Party (State of Queensland); ","1591871","1591871","0","0","0"
"2009-2010","Finance Sector Union of Aust - SA/NT Branch","","Australian Labor Party (South Australian Branch); ","996849","996849","0","0","0"
"2009-2010","Finance Sector Union of Australia - NSW Branch","NSW Branch","Australian Labor Party (N.S.W. Branch); ","3591032","3591032","0","0","0"
"2009-2010","Forward Brisbane Leadership","","Liberal National Party of Queensland; ","401740","296885","58906","0","0"
"2009-2010","Friends of Indi","","Liberal Party of Australia (Victorian Division); ","0","35500","0","0","0"
"2009-2010","Gatenby Investment Fund","","Liberal Party of Australia - Tasmanian Division; ","33752","5231","0","0","0"
"2009-2010","Goulburn River & Ranges 200 Club","","Liberal Party of Australia (Victorian Division); ","3380","1848","0","0","0"
"2009-2010","Greater Eastern Network 200 Club","","Liberal Party of Australia (Victorian Division); ","200","110","0","0","0"
"2009-2010","Health & Community Services Union Vic No. 2 HSU","","Australian Labor Party (Victorian Branch); ","2863521","2689606","125511","0","0"
"2009-2010","Health Services Union SA Branch","","Australian Labor Party (South Australian Branch); ","283056","268227","147671","0","0"
"2009-2010","Health Services Union Victorian Branch","HSU East","Australian Labor Party (Victorian Branch); ","0","500","2436080","0","0"
"2009-2010","Higgins 200 Club","","Liberal Party of Australia (Victorian Division); ","206183","225482","0","0","0"
"2009-2010","Higgins Foundation Ltd","","Liberal Party of Australia (Victorian Division); ","44221","12817","0","0","0"
"2009-2010","HSU East","Health Services Union Victorian Branch; Health Services Union Health Professionals (No.3)","Australian Labor Party (N.S.W. Branch); ","24989315","24894014","17270697","0","0"
"2009-2010","HSUA NSW Branch","","Australian Labor Party (ALP); ","1678802","953314","0","0","0"
"2009-2010","Indi Foundation Inc","","Liberal Party of Australia; ","0","1900","0","0","0"
"2009-2010","Industrial Staff Union","","Australian Labor Party (ALP); ","19688","16457","0","0","0"
"2009-2010","John Curtin House Limited","","Australian Labor Party (ALP); ","1788109","1634126","5504182","0","0"
"2009-2010","John McEwen House Pty Ltd","","National Party of Australia; ","3060159","2926902","2395610","0","0"
"2009-2010","Kaye Sutherland Memorial Bequest Fund","","Australian Labor Party (South Australian Branch); ","0","60","0","0","0"
"2009-2010","Kooyong 200 Club","","Liberal Party of Australia (Victorian Division); ","100955","76418","0","0","0"
"2009-2010","Labor Campaign Pty Ltd","","Australian Labor Party (N.S.W. Branch); ","11670","9295","53189","0","0"
"2009-2010","Labor Holdings Pty Ltd","","Australian Labor Party (State of Queensland); ","15216290","14810337","12697591","0","0"
"2009-2010","Labour Movement Education Association Inc.","","Australian Labor Party (ALP); ","17436","17835","0","0","0"
"2009-2010","Liberal Asset Management (Custodians) Limited","","Liberal Party of Australia, NSW Division; ","86611","6217","41538","0","0"
"2009-2010","Liberal Building Foundation","","Liberal Party of Australia - Tasmanian Division; ","0","0","0","0","0"
"2009-2010","Liberal Club Limited","","Liberal Party of Australia (S.A. Division); ","79275","80370","193026","0","0"
"2009-2010","Liberal Properties Limited","","Liberal Party of Australia, NSW Division; ","37439","15159","511","0","0"
"2009-2010","LPPH Pty Ltd","","Liberal Party (W.A. Division) Inc.; ","84625","84625","485724","0","0"
"2009-2010","Mallen's Colac Hotel Pty Ltd","","Australian Labor Party (South Australian Branch); ","84389","104370","5537","0","0"
"2009-2010","Media Entertainment & Arts Alliance","Media Entertainment & Arts Alliance VIC Branch; Media Entertainment & Arts Alliance QLD Branch; Media Entertainment & Arts Alliance SA Branch; Media Entertainment & Arts Alliance WA Branch; Media Entertainment & Arts Alliance ACT Branch; Media Entertainment & Arts Alliance TAS Branch; Media Entertainment & Arts Alliance Federal Branch; Media Entertainment & Arts Alliance NSW Branch; Media Entertainment & Arts Alliance NZ Branch","Australian Labor Party (ALP); ","12610937","11625517","1702021","0","0"
"2009-2010","Mehring Books Pty Ltd","","Socialist Equality Party; ","94869","93661","13826","0","0"
"2009-2010","Menzies 200 Club","","Liberal Party of Australia (Victorian Division); ","35467","10899","0","0","0"
"2009-2010","National Club Limited","","Liberal Party of Australia, NSW Division; ","243565","135787","145517","0","0"
"2009-2010","National Union of Workers - General Branch","","Australian Labor Party (ALP); ","3920803","3875027","219083","0","0"
"2009-2010","National Union of Workers - National Office","","Australian Labor Party (ALP); ","8313318","9244782","968338","0","0"
"2009-2010","National Union of Workers - NSW Branch","","Australian Labor Party (N.S.W. Branch); ","5607435","5872950","934922","0","0"
"2009-2010","National Union of Workers - Victorian Branch","","Australian Labor Party (Victorian Branch); ","12199151","13406634","551707","0","0"
"2009-2010","New South Wales Local Government Clerical Administrative Energy Airlines & Utilities Union T/A United Services Union ","","Australian Labor Party (ALP); ","13043785","12275939","3256800","0","0"
"2009-2010","North West 200 Club","","Liberal Party of Australia (Victorian Division); ","37429","29390","1595","0","0"
"2009-2010","Northern Territory ALP Investment Trust","","Australian Labor Party (Northern Territory) Branch; ","25706","13573","104135","0","0"
"2009-2010","NSW Labor Campaign Investment Pty Ltd","","Australian Labor Party (N.S.W. Branch); ","419872","402690","108793","0","0"
"2009-2010","NTN Services ","","Australian Labor Party (State of Queensland); Australian Labor Party (Northern Territory) Branch; ","540210","488158","23411","0","0"
"2009-2010","OUTER EASTERN Platinum Club","","Liberal Party of Australia (Victorian Division); ","163491","76029","0","0","0"
"2009-2010","Parakeelia Pty Ltd","","Liberal Party of Australia; ","893795","935022","42368","0","0"
"2009-2010","Parliamentary Liberal Party Communication Committee (Victoria)","","Liberal Party of Australia (Victorian Division); ","45192","38843","0","0","0"
"2009-2010","Perth Trades Hall Inc","","Australian Labor Party (Western Australian Branch); ","112835","149847","0","0","0"
"2009-2010","Progressive Business Association Inc","","Australian Labor Party (Victorian Branch); ","1646807","1606931","172260","0","0"
"2009-2010","Queensland Nurses Union of Employees","","Australian Labor Party (State of Queensland); ","15942524","14908831","344048","0","0"
"2009-2010","Queensland Services, Industrial Union of Employees","","Australian Labor Party (ALP); ","1625146","1354527","1500","0","0"
"2009-2010","SA Progressive Business Incorporated","","Australian Labor Party (South Australian Branch); ","522770","1213466","30748","0","0"
"2009-2010","Scoresby City Club","","Liberal Party of Australia (Victorian Division); ","35482","9177","0","0","0"
"2009-2010","Shop Assistants & Warehouse Employees' Federation of Australia-Newcastle & Northern NSW","","Australian Labor Party (N.S.W. Branch); ","2554047","2609077","0","0","0"
"2009-2010","Shop Distributive & Allied Employees' Asn. NSW Deductions A/C Office","","Australian Labor Party (ALP); ","16735053","21278127","1115061","0","0"
"2009-2010","Shop Distributive & Allied Employees Association - Tasmanian Branch","","Australian Labor Party (ALP); ","1641286","1502190","189001","0","0"
"2009-2010","Shop Distributive & Allied Employees Association - VIC Branch","","Australian Labor Party (Victorian Branch); ","13174165","12691395","603391","0","0"
"2009-2010","Shop Distributive & Allied Employees' Association NSW Branch","","Australian Labor Party (N.S.W. Branch); ","853840","389149","38687","0","0"
"2009-2010","Shop Distributive and Allied Employees Association (QLD Branch)","","Australian Labor Party (ALP); ","14974239","18251510","555782","0","0"
"2009-2010","Shop, Distributive & Allied Employees' Association - National","","Australian Labor Party (ALP); ","7996399","4517686","367780","0","0"
"2009-2010","Shop, Distributive and Allied Employees Association, South Australia","","Australian Labor Party (South Australian Branch); ","6332239","5873821","207382","0","0"
"2009-2010","Shop, Distributive and Allied Employees Association, South Australian and Northern Territory Branch","","Australian Labor Party (South Australian Branch); ","1304988","1157072","16717","0","0"
"2009-2010","Sir Charles Court Foundation","","Liberal Party (W.A. Division) Inc.; ","60100","0","0","0","0"
